Year,Labor force status,Race (2003-2021),Gender,Field of maj - most recent deg (major) (2003-2021),Age group (5 year intv),Weighted Count
2021,Employed,Black ONLY,Female,Social and related sciences,Ages 60-64,"15,993"
2021,Employed,Black ONLY,Female,Social and related sciences,Ages 65-69,"6,159"
2021,Employed,Black ONLY,Female,Social and related sciences,Ages 70-75,"5,325"
2021,Employed,Black ONLY,Female,Engineering,Ages 24 or younger,"2,559"
2021,Employed,Black ONLY,Female,Engineering,Ages 25-29,"4,461"
2021,Employed,Black ONLY,Female,Engineering,Ages 30-34,"5,307"
2021,Employed,Black ONLY,Female,Engineering,Ages 35-39,"5,188"
2021,Employed,Black ONLY,Female,Engineering,Ages 40-44,"9,561"
2021,Employed,Black ONLY,Female,Engineering,Ages 45-49,"2,691"
2021,Employed,Black ONLY,Female,Engineering,Ages 50-54,"2,594"
2021,Employed,Black ONLY,Female,Engineering,Ages 55-59,"3,889"
2021,Employed,Black ONLY,Female,Engineering,Ages 60-64,"1,365"
2021,Employed,Black ONLY,Female,Engineering,Ages 65-69,202
2021,Employed,Black ONLY,Female,Engineering,Ages 70-75,130
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 24 or younger,"9,761"
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 25-29,"44,328"
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 30-34,"74,456"
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 35-39,"54,578"
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 40-44,"63,119"
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 45-49,"52,966"
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 50-54,"82,832"
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 55-59,"34,292"
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 60-64,"20,132"
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 65-69,"6,993"
2021,Employed,Black ONLY,Female,S&E-Related Fields,Ages 70-75,"5,862"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 24 or younger,"39,103"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 25-29,"173,065"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 30-34,"131,572"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 35-39,"188,881"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 40-44,"268,999"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 45-49,"244,688"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 50-54,"181,801"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 55-59,"128,506"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 60-64,"105,859"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 65-69,"74,307"
2021,Employed,Black ONLY,Female,Non-S&E Fields,Ages 70-75,"28,279"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 24 or younger,"4,373"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 25-29,"16,228"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 30-34,"26,958"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 35-39,"28,376"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 40-44,"35,010"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 45-49,"17,802"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 50-54,"8,363"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 55-59,"15,268"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 60-64,"13,831"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 65-69,"1,048"
2021,Employed,Black ONLY,Male,Computer and mathematical sciences,Ages 70-75,"2,254"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"3,789"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"7,118"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,"13,679"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 35-39,"9,693"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 40-44,"12,256"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 45-49,"4,882"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 50-54,"3,866"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 55-59,"5,200"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,"6,861"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 65-69,"1,395"
2021,Employed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 70-75,852
2021,Employed,Black ONLY,Male,Physical and related sciences,Ages 25-29,"1,813"
2021,Employed,Black ONLY,Male,Physical and related sciences,Ages 30-34,"2,787"
2021,Employed,Black ONLY,Male,Physical and related sciences,Ages 35-39,"4,626"
2021,Employed,Black ONLY,Male,Physical and related sciences,Ages 40-44,"3,239"
2021,Employed,Black ONLY,Male,Physical and related sciences,Ages 45-49,"1,685"
2021,Employed,Black ONLY,Male,Physical and related sciences,Ages 50-54,"2,111"
2021,Employed,Black ONLY,Male,Physical and related sciences,Ages 55-59,"1,605"
2021,Employed,Black ONLY,Male,Physical and related sciences,Ages 60-64,"1,086"
2021,Employed,Black ONLY,Male,Physical and related sciences,Ages 65-69,504
2021,Employed,Black ONLY,Male,Physical and related sciences,Ages 70-75,463
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 24 or younger,"4,776"
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 25-29,"40,296"
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 30-34,"29,281"
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 35-39,"18,742"
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 40-44,"32,597"
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 45-49,"19,417"
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 50-54,"18,641"
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 55-59,"14,158"
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 60-64,"14,132"
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 65-69,"7,442"
2021,Employed,Black ONLY,Male,Social and related sciences,Ages 70-75,"6,624"
2021,Employed,Black ONLY,Male,Engineering,Ages 24 or younger,"1,848"
2021,Employed,Black ONLY,Male,Engineering,Ages 25-29,"22,629"
2021,Employed,Black ONLY,Male,Engineering,Ages 30-34,"27,962"
2021,Employed,Black ONLY,Male,Engineering,Ages 35-39,"13,199"
2021,Employed,Black ONLY,Male,Engineering,Ages 40-44,"10,605"
2021,Employed,Black ONLY,Male,Engineering,Ages 45-49,"16,540"
2021,Employed,Black ONLY,Male,Engineering,Ages 50-54,"19,989"
2021,Employed,Black ONLY,Male,Engineering,Ages 55-59,"7,857"
2021,Employed,Black ONLY,Male,Engineering,Ages 60-64,"8,115"
2021,Employed,Black ONLY,Male,Engineering,Ages 65-69,"8,343"
2021,Employed,Black ONLY,Male,Engineering,Ages 70-75,237
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 24 or younger,"6,433"
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 25-29,"17,786"
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 30-34,"35,345"
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 35-39,"10,474"
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 40-44,"12,171"
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 45-49,"33,093"
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 50-54,"27,436"
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 55-59,"21,367"
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 60-64,"18,300"
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 65-69,"15,062"
2021,Employed,Black ONLY,Male,S&E-Related Fields,Ages 70-75,"8,215"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 24 or younger,"19,479"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 25-29,"60,500"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 30-34,"116,677"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 35-39,"136,567"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 40-44,"87,000"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 45-49,"125,209"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 50-54,"142,532"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 55-59,"128,435"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 60-64,"73,512"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 65-69,"65,348"
2021,Employed,Black ONLY,Male,Non-S&E Fields,Ages 70-75,"14,765"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 24 or younger,"25,954"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 25-29,"78,038"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 30-34,"77,265"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 35-39,"35,281"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 40-44,"51,672"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 45-49,"40,474"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 50-54,"65,781"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 55-59,"55,145"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 60-64,"38,768"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 65-69,"21,776"
2021,Employed,White ONLY,Female,Computer and mathematical sciences,Ages 70-75,"5,690"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"64,672"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,"164,644"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,"164,985"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 35-39,"126,348"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,"115,175"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,"77,567"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 50-54,"70,181"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,"76,615"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,"57,785"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 65-69,"26,161"
2021,Employed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 70-75,"2,141"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 24 or younger,"4,226"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 25-29,"32,801"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 30-34,"42,676"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 35-39,"28,605"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 40-44,"27,711"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 45-49,"24,040"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 50-54,"16,247"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 55-59,"15,772"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 60-64,"11,743"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 65-69,"11,614"
2021,Employed,White ONLY,Female,Physical and related sciences,Ages 70-75,"1,699"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 24 or younger,"159,110"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 25-29,"385,358"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 30-34,"360,544"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 35-39,"379,620"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 40-44,"329,973"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 45-49,"266,578"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 50-54,"264,261"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 55-59,"180,826"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 60-64,"122,281"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 65-69,"65,323"
2021,Employed,White ONLY,Female,Social and related sciences,Ages 70-75,"67,418"
2021,Employed,White ONLY,Female,Engineering,Ages 24 or younger,"9,257"
2021,Employed,White ONLY,Female,Engineering,Ages 25-29,"76,231"
2021,Employed,White ONLY,Female,Engineering,Ages 30-34,"66,228"
2021,Employed,White ONLY,Female,Engineering,Ages 35-39,"48,355"
2021,Employed,White ONLY,Female,Engineering,Ages 40-44,"52,221"
2021,Employed,White ONLY,Female,Engineering,Ages 45-49,"30,968"
2021,Employed,White ONLY,Female,Engineering,Ages 50-54,"39,577"
2021,Employed,White ONLY,Female,Engineering,Ages 55-59,"32,110"
2021,Employed,White ONLY,Female,Engineering,Ages 60-64,"17,636"
2021,Employed,White ONLY,Female,Engineering,Ages 65-69,"5,510"
2021,Employed,White ONLY,Female,Engineering,Ages 70-75,"1,587"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 24 or younger,"115,899"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 25-29,"527,098"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 30-34,"579,044"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 35-39,"525,596"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 40-44,"382,759"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 45-49,"408,728"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 50-54,"351,596"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 55-59,"324,097"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 60-64,"285,503"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 65-69,"154,960"
2021,Employed,White ONLY,Female,S&E-Related Fields,Ages 70-75,"42,079"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 24 or younger,"222,882"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 25-29,"1,250,571"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 30-34,"1,515,236"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 35-39,"1,599,662"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 40-44,"1,439,674"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 45-49,"1,402,206"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 50-54,"1,317,186"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 55-59,"1,327,450"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 60-64,"962,916"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 65-69,"463,166"
2021,Employed,White ONLY,Female,Non-S&E Fields,Ages 70-75,"281,770"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 24 or younger,"66,751"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 25-29,"218,239"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 30-34,"262,424"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 35-39,"201,131"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 40-44,"170,526"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 45-49,"124,763"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 50-54,"154,177"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 55-59,"145,116"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 60-64,"87,851"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 65-69,"38,746"
2021,Employed,White ONLY,Male,Computer and mathematical sciences,Ages 70-75,"25,360"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"23,035"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"158,143"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,"151,324"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 35-39,"118,736"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 40-44,"97,306"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 45-49,"107,558"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 50-54,"90,917"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 55-59,"61,273"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,"64,726"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 65-69,"77,684"
2021,Employed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 70-75,"39,789"
2021,Employed,White ONLY,Male,Physical and related sciences,Ages 24 or younger,"11,304"
2021,Employed,White ONLY,Male,Physical and related sciences,Ages 25-29,"58,126"
2021,Employed,White ONLY,Male,Physical and related sciences,Ages 30-34,"54,328"
2021,Employed,White ONLY,Male,Physical and related sciences,Ages 35-39,"53,894"
2021,Employed,White ONLY,Male,Physical and related sciences,Ages 40-44,"32,289"
2021,Employed,White ONLY,Male,Physical and related sciences,Ages 45-49,"54,196"
